MUNICIPIO,REDE,IDEB_2015,IDEB_2017
Ibiaçá,Estadual,6.3,6.9
Ibiaçá,Municipal,-,5.5
Ibiaçá,Pública,6.4,6.2
Ibiraiaras,Estadual,5.9,6.5
Ibiraiaras,Municipal,6.1,5.5
Ibiraiaras,Pública,6,5.9
Ibirapuitã,Estadual,5.8,6.5
Ibirapuitã,Municipal,5.2,4.2
Ibirapuitã,Pública,5.4,5.2
Ibirubá,Estadual,6.2,6.3
Ibirubá,Municipal,5.9,6.3
Ibirubá,Pública,6.1,6.3
Igrejinha,Estadual,6.2,6.7
Igrejinha,Municipal,6.3,7.1
Igrejinha,Pública,6.3,7
Ijuí,Estadual,6,6.2
Ijuí,Municipal,6.8,7.1
Ijuí,Pública,6.4,6.6
Ilópolis,Estadual,5.8,6
Ilópolis,Municipal,-,7.6
Ilópolis,Pública,5.8,7
Imbé,Estadual,5.1,5.1
Imbé,Municipal,5.3,5.3
Imbé,Pública,5.3,5.3
Imigrante,Estadual,-,-
Imigrante,Municipal,-,7
Imigrante,Pública,-,7
Independência,Estadual,6.3,5.9
Independência,Municipal,5.2,6.2
Independência,Pública,5.8,6.2
Inhacorá,Municipal,5.5,4.3
Inhacorá,Pública,5.5,4.3
Ipê,Estadual,6,6.7
Ipê,Municipal,6.2,6.6
Ipê,Pública,6.1,6.6
Ipiranga do Sul,Municipal,6.7,6.4
Ipiranga do Sul,Pública,6.7,6.4
Iraí,Estadual,5.8,6.3
Iraí,Municipal,-,-
Iraí,Pública,5.9,6.4
Itaara,Municipal,5.8,6.4
Itaara,Pública,5.8,6.4
Itacurubi,Estadual,-,6.5
Itacurubi,Municipal,-,5.2
Itacurubi,Pública,-,5.7
Itapuca,Municipal,-,5.2
Itapuca,Pública,-,5.2
Itaqui,Estadual,5.7,5.7
Itaqui,Municipal,5.1,4.7
Itaqui,Pública,5.3,5.2
Itati,Estadual,-,-
Itati,Pública,-,-
Itatiba do Sul,Estadual,-,-
Itatiba do Sul,Municipal,-,6.2
Itatiba do Sul,Pública,-,6.6
Ivorá,Estadual,-,5.5
Ivorá,Municipal,-,-
Ivorá,Pública,-,5.5
Ivoti,Estadual,-,-
Ivoti,Municipal,6.8,7.1
Ivoti,Pública,6.8,7.1
Jaboticaba,Estadual,5.8,6.2
Jaboticaba,Municipal,5.7,5.2
Jaboticaba,Pública,5.8,5.6
Jacuizinho,Estadual,-,-
Jacuizinho,Municipal,5.9,4.9
Jacuizinho,Pública,5.9,4.9
Jacutinga,Estadual,6.4,6.8
Jacutinga,Municipal,-,-
Jacutinga,Pública,6.3,6.8
Jaguarão,Estadual,5.8,5.8
Jaguarão,Municipal,4.5,4.3
Jaguarão,Pública,5,5
Jaguari,Estadual,6.9,6.2
Jaguari,Municipal,5.2,5.4
Jaguari,Pública,5.9,5.7
Jaquirana,Estadual,4.9,5.9
Jaquirana,Municipal,5.1,5.3
Jaquirana,Pública,5,5.5
Jari,Estadual,-,-
Jari,Municipal,-,-
Jari,Pública,-,-
Jóia,Estadual,5.8,6.2
Jóia,Pública,5.7,6.2
Júlio de Castilhos,Estadual,5.8,5.9
Júlio de Castilhos,Municipal,5.6,5.3
Júlio de Castilhos,Pública,5.8,5.7
Lagoa Bonita do Sul,Estadual,-,6
Lagoa Bonita do Sul,Municipal,-,-
Lagoa Bonita do Sul,Pública,-,6
Lagoão,Estadual,6.7,6.4
Lagoão,Municipal,-,-
Lagoão,Pública,6.7,6.3
Lagoa dos Três Cantos,Estadual,7.2,-
Lagoa dos Três Cantos,Pública,7.2,-
Lagoa Vermelha,Estadual,6.1,6.3
Lagoa Vermelha,Municipal,5.1,5.1
Lagoa Vermelha,Pública,5.8,5.9
Lajeado,Estadual,6,6
Lajeado,Municipal,6.2,6.4
Lajeado,Pública,6.1,6.2
Lajeado do Bugre,Estadual,-,5.6
Lajeado do Bugre,Pública,-,5.7
Lavras do Sul,Estadual,-,5.5
Lavras do Sul,Municipal,4.3,4.9
Lavras do Sul,Pública,4.3,5
Liberato Salzano,Estadual,-,-
Liberato Salzano,Municipal,-,-
Liberato Salzano,Pública,-,-
Lindolfo Collor,Estadual,5.8,6.3
Lindolfo Collor,Municipal,6.1,6
Lindolfo Collor,Pública,6.1,6
Linha Nova,Estadual,-,-
Linha Nova,Pública,-,-
Machadinho,Estadual,6.2,7.1
Machadinho,Municipal,5.5,6.4
Machadinho,Pública,5.7,6.6
Maçambará,Estadual,4.3,4.4
Maçambará,Municipal,4.6,5.2
Maçambará,Pública,4.4,4.9
Mampituba,Municipal,5.9,5.5
Mampituba,Pública,5.9,5.5
Manoel Viana,Estadual,5.6,5.6
Manoel Viana,Municipal,4.2,4.1
Manoel Viana,Pública,5.1,5.1
Maquiné,Estadual,5.3,5.3
Maquiné,Municipal,-,-
Maquiné,Pública,5.2,5.3
Maratá,Estadual,-,6.1
Maratá,Pública,-,6.3
Marau,Estadual,6.6,6.4
Marau,Municipal,5.9,5.9
Marau,Pública,6.2,6
Marcelino Ramos,Estadual,6.1,6.6
Marcelino Ramos,Pública,6.1,6.6
Mariana Pimentel,Estadual,-,-
Mariana Pimentel,Municipal,6,4.7
Mariana Pimentel,Pública,5.9,4.3
Mariano Moro,Estadual,-,7.1
Mariano Moro,Pública,-,7.1
Marques de Souza,Municipal,6.8,6.4
Marques de Souza,Pública,6.7,6.5
Mata,Estadual,6.6,6.2
Mata,Municipal,6.4,6.2
Mata,Pública,6.5,6.2
Mato Castelhano,Estadual,5.2,5.4
Mato Castelhano,Pública,5.3,5.5
Mato Leitão,Estadual,7.1,6.3
Mato Leitão,Municipal,-,6.8
Mato Leitão,Pública,7,6.4
Mato Queimado,Municipal,-,-
Mato Queimado,Pública,-,-
Maximiliano de Almeida,Estadual,6.4,6.1
Maximiliano de Almeida,Municipal,-,-
Maximiliano de Almeida,Pública,6.4,6.1
Minas do Leão,Estadual,4.4,5.1
Minas do Leão,Municipal,5.7,6.3
Minas do Leão,Pública,5.1,5.7
Miraguaí,Estadual,6,6.2
Miraguaí,Municipal,4.4,4.8
Miraguaí,Pública,5.3,5.7
Montauri,Municipal,-,7.3
Montauri,Pública,-,7.3
Monte Alegre dos Campos,Municipal,4.7,5
Monte Alegre dos Campos,Pública,4.8,5
Monte Belo do Sul,Estadual,-,-
Monte Belo do Sul,Pública,-,-
Montenegro,Estadual,5.5,5.6
Montenegro,Municipal,5.7,5.8
Montenegro,Pública,5.6,5.7
Mormaço,Estadual,-,8
Mormaço,Municipal,-,-
Mormaço,Pública,-,7.7
Morrinhos do Sul,Estadual,-,6.6
Morrinhos do Sul,Municipal,-,-
Morrinhos do Sul,Pública,-,6.6
Morro Redondo,Estadual,5.6,6.4
Morro Redondo,Municipal,5.8,5.6
Morro Redondo,Pública,5.6,5.9
Morro Reuter,Estadual,7.4,7.7
Morro Reuter,Municipal,-,-
Morro Reuter,Pública,7.3,7
Mostardas,Estadual,5.2,5.1
Mostardas,Municipal,5.5,5.2
Mostardas,Pública,5.4,5.1
Muçum,Estadual,6.9,6.1
Muçum,Municipal,6.7,5
Muçum,Pública,6.8,5.5
Muitos Capões,Estadual,4.5,4.7
Muitos Capões,Municipal,-,6.5
Muitos Capões,Pública,4.6,5.7
Muliterno,Estadual,-,5.4
Muliterno,Pública,-,5.6
Não-Me-Toque,Estadual,6.6,6.6
Não-Me-Toque,Municipal,5.5,5.4
Não-Me-Toque,Pública,5.8,5.8
Nicolau Vergueiro,Estadual,6.1,5.8
Nicolau Vergueiro,Pública,6.1,6
Nonoai,Estadual,7,6.8
Nonoai,Municipal,5.8,6.8
Nonoai,Pública,6.2,6.7
Nova Alvorada,Estadual,6.1,7.6
Nova Alvorada,Municipal,-,-
Nova Alvorada,Pública,6.1,7.6
Nova Araçá,Estadual,-,-
Nova Araçá,Municipal,-,6.5
Nova Araçá,Pública,-,6.5
Nova Bassano,Estadual,6.2,6.6
Nova Bassano,Municipal,6.3,6.4
Nova Bassano,Pública,6.3,6.5
Nova Boa Vista,Municipal,6.5,6.8
Nova Boa Vista,Pública,6.5,6.8
Nova Bréscia,Estadual,7,6.6
Nova Bréscia,Pública,7,6.6
Nova Candelária,Estadual,-,6.8
Nova Candelária,Pública,-,6.9
Nova Esperança do Sul,Estadual,6.4,7.1
Nova Esperança do Sul,Municipal,6.1,6.1
Nova Esperança do Sul,Pública,6.3,6.6
Nova Hartz,Estadual,5.8,5.8
Nova Hartz,Municipal,6,6
Nova Hartz,Pública,5.9,5.9
Nova Pádua,Estadual,6.5,6.9
Nova Pádua,Pública,6.5,6.9
Nova Palma,Estadual,6.3,6.8
Nova Palma,Municipal,4.7,5.6
Nova Palma,Pública,5.4,6.2
Nova Petrópolis,Estadual,6.5,6.3
Nova Petrópolis,Municipal,6.8,7.2
Nova Petrópolis,Pública,6.6,6.8
Nova Prata,Estadual,6.7,6.6
Nova Prata,Municipal,5.9,6.2
Nova Prata,Pública,6.2,6.4
Nova Ramada,Estadual,-,7.3
Nova Ramada,Municipal,-,-
Nova Ramada,Pública,-,7.2
Nova Roma do Sul,Estadual,-,6.6
Nova Roma do Sul,Pública,-,6.8
Nova Santa Rita,Estadual,5.3,5.3
Nova Santa Rita,Municipal,5.1,5.2
Nova Santa Rita,Pública,5.2,5.2
Novo Hamburgo,Estadual,6,6.3
Novo Hamburgo,Municipal,5.6,5.9
Novo Hamburgo,Pública,5.6,5.9
Novo Machado,Estadual,7.5,6.7
Novo Machado,Pública,7.5,6.7
Novo Tiradentes,Estadual,-,6.1
Novo Tiradentes,Municipal,-,-
Novo Tiradentes,Pública,-,6
Novo Xingu,Estadual,4.3,6.2
Novo Xingu,Pública,5.3,6.5
Novo Barreiro,Estadual,6,6.2
Novo Barreiro,Pública,6,6.2
Osório,Estadual,5.6,6
Osório,Municipal,5.8,5.8
Osório,Pública,5.7,5.9
Paim Filho,Estadual,-,7.1
Paim Filho,Municipal,5.4,5.5
Paim Filho,Pública,5.4,6.1
Palmares do Sul,Estadual,5.7,5.7
Palmares do Sul,Municipal,5.1,5.2
Palmares do Sul,Pública,5.3,5.4
Palmeira das Missões,Estadual,5.6,5.6
Palmeira das Missões,Municipal,4.6,4.6
Palmeira das Missões,Pública,5.4,5.5
Palmitinho,Estadual,6.1,6.8
Palmitinho,Pública,6.1,6.9
Panambi,Estadual,6.7,7
Panambi,Municipal,6,5.9
Panambi,Pública,6.3,6.3
Pantano Grande,Estadual,6.1,6.3
Pantano Grande,Municipal,5.3,5.8
Pantano Grande,Pública,5.5,6
Paraí,Estadual,6.6,7.3
Paraí,Municipal,6.1,6.4
Paraí,Pública,6.3,6.7
Paraíso do Sul,Estadual,-,5.5
Paraíso do Sul,Municipal,-,5
Paraíso do Sul,Pública,-,5.3
Pareci Novo,Municipal,6.4,6.4
Pareci Novo,Pública,6.4,6.4
Parobé,Estadual,6.2,6.6
Parobé,Municipal,5.8,6
Parobé,Pública,5.9,6
Passa Sete,Estadual,6.3,-
Passa Sete,Pública,6.2,-
Passo do Sobrado,Estadual,-,-
Passo do Sobrado,Municipal,-,-
Passo do Sobrado,Pública,-,-
Passo Fundo,Estadual,5.4,5.6
Passo Fundo,Municipal,5.3,5.6
Passo Fundo,Pública,5.3,5.6
Paulo Bento,Estadual,-,-
Paulo Bento,Municipal,-,6.4
Paulo Bento,Pública,-,6.3
Paverama,Estadual,6.6,6
Paverama,Municipal,5.1,5.3
Paverama,Pública,6,5.5
Pedras Altas,Municipal,-,5.2
Pedras Altas,Pública,-,5.2
Pedro Osório,Estadual,5.2,5.2
Pedro Osório,Municipal,4.4,4
Pedro Osório,Pública,4.9,4.5
Pejuçara,Estadual,-,7.3
Pejuçara,Municipal,5.5,6.1
Pejuçara,Pública,5.6,6.5
Pelotas,Estadual,4.8,-
Pelotas,Municipal,4.8,5.2
Pelotas,Pública,4.8,5.1
Picada Café,Estadual,7.5,5.5
Picada Café,Municipal,7.9,8
Picada Café,Pública,7.7,7.3
Pinhal,Estadual,5.9,6.3
Pinhal,Pública,5.9,6.2
Pinhal da Serra,Estadual,-,-
Pinhal da Serra,Municipal,7,5.6
Pinhal da Serra,Pública,7,5.6
Pinhal Grande,Estadual,6.3,6.4
Pinhal Grande,Municipal,-,6.4
Pinhal Grande,Pública,6.2,6.5
Pinheirinho do Vale,Estadual,6.8,7.8
Pinheirinho do Vale,Municipal,-,-
Pinheirinho do Vale,Pública,6.7,7.7
Pinheiro Machado,Estadual,5.7,5.5
Pinheiro Machado,Municipal,4.9,4.8
Pinheiro Machado,Pública,5.2,5
Pinto Bandeira,Estadual,-,-
Pinto Bandeira,Pública,-,-
Pirapó,Estadual,-,-
Pirapó,Pública,-,-
Piratini,Estadual,5.8,5.7
Piratini,Municipal,-,4
Piratini,Pública,5.8,5.4
Planalto,Estadual,5.9,6.7
Planalto,Municipal,5.8,5.9
Planalto,Pública,5.9,6.2
Poço das Antas,Estadual,-,-
Poço das Antas,Municipal,-,-
Poço das Antas,Pública,-,-
Pontão,Municipal,5.8,5.7
Pontão,Pública,5.8,5.5
Ponte Preta,Estadual,-,-
Ponte Preta,Pública,-,-
Portão,Estadual,5.3,4.9
Portão,Municipal,5.4,5.8
Portão,Pública,5.4,5.7
Porto Alegre,Federal,7.3,5.9
Porto Alegre,Estadual,4.9,5
Porto Alegre,Municipal,4.6,-
Porto Alegre,Pública,4.8,4.9
Porto Lucena,Estadual,6,7.2
Porto Lucena,Pública,6.2,7.2
Porto Mauá,Estadual,-,-
Porto Mauá,Municipal,5.6,5.4
Porto Mauá,Pública,5.6,5.4
Porto Vera Cruz,Estadual,-,-
Porto Vera Cruz,Pública,-,-
Porto Xavier,Estadual,6.2,6.7
Porto Xavier,Pública,6.1,6.7
Pouso Novo,Estadual,-,-
Pouso Novo,Pública,-,-
Presidente Lucena,Pública,-,-
Progresso,Estadual,-,6.6
Progresso,Municipal,-,6.5
Progresso,Pública,-,6.5
Protásio Alves,Municipal,6.6,5.8
Protásio Alves,Pública,6.6,5.8
Putinga,Estadual,-,-
Putinga,Municipal,-,5.8
Putinga,Pública,-,5.8
Quaraí,Estadual,5.8,5.6
Quaraí,Municipal,6.3,6.3
Quaraí,Pública,5.8,5.7
Quatro Irmãos,Estadual,-,-
Quatro Irmãos,Municipal,-,6.4
Quatro Irmãos,Pública,-,6.4
Quevedos,Estadual,-,5.6
Quevedos,Pública,-,5.5
Quinze de Novembro,Estadual,-,7.1
Quinze de Novembro,Municipal,6.1,6.8
Quinze de Novembro,Pública,6.1,6.9
Redentora,Estadual,4.9,4.8
Redentora,Municipal,4.9,5.4
Redentora,Pública,4.9,5
Relvado,Estadual,-,6.3
Relvado,Pública,-,6.2
Restinga Sêca,Estadual,5.8,5.5
Restinga Sêca,Municipal,5,4.6
Restinga Sêca,Pública,5.3,5
Rio dos Índios,Estadual,-,5.7
Rio dos Índios,Municipal,-,-
Rio dos Índios,Pública,-,5.7
Rio Grande,Estadual,4.9,5
Rio Grande,Municipal,5,5.3
Rio Grande,Pública,5,5.2
Rio Pardo,Estadual,5.3,5.4
Rio Pardo,Municipal,4.2,4.3
Rio Pardo,Pública,5.2,5.3
Riozinho,Estadual,-,6.8
Riozinho,Municipal,-,6.5
Riozinho,Pública,-,6.7
Roca Sales,Estadual,-,5
Roca Sales,Municipal,6,6
Roca Sales,Pública,6.1,5.6
Rodeio Bonito,Estadual,6.4,6.8
Rodeio Bonito,Municipal,-,-
Rodeio Bonito,Pública,6.4,6.8
Rolador,Estadual,-,6.6
Rolador,Pública,-,6.5
Rolante,Estadual,6,6.1
Rolante,Municipal,5.7,6
Rolante,Pública,5.8,6
Ronda Alta,Estadual,6.5,6.4
Ronda Alta,Pública,6.5,6.4
Rondinha,Estadual,7.3,7
Rondinha,Municipal,5.7,6.5
Rondinha,Pública,6.5,6.7
Roque Gonzales,Estadual,5.9,7
Roque Gonzales,Municipal,-,-
Roque Gonzales,Pública,5.9,6.7
Rosário do Sul,Estadual,5,4.8
Rosário do Sul,Municipal,4.9,4.9
Rosário do Sul,Pública,5,4.9
Sagrada Família,Estadual,-,6.7
Sagrada Família,Municipal,-,-
Sagrada Família,Pública,-,6.2
Saldanha Marinho,Estadual,-,-
Saldanha Marinho,Municipal,-,6.6
Saldanha Marinho,Pública,-,6.8
Salto do Jacuí,Estadual,5.6,5.6
Salto do Jacuí,Municipal,4.8,4.9
Salto do Jacuí,Pública,5.3,5.3
Salvador das Missões,Estadual,-,7.1
Salvador das Missões,Municipal,-,-
Salvador das Missões,Pública,-,7.1
Salvador do Sul,Estadual,7.1,6.8
Salvador do Sul,Municipal,6.8,6.6
Salvador do Sul,Pública,6.9,6.6
Sananduva,Estadual,7.2,6.5
Sananduva,Municipal,6,5.8
Sananduva,Pública,6.4,6.1
Santa Bárbara do Sul,Estadual,6.2,6.4
Santa Bárbara do Sul,Municipal,5.5,5.3
Santa Bárbara do Sul,Pública,5.8,5.8
Santa Cecília do Sul,Municipal,-,-
Santa Cecília do Sul,Pública,-,-
Santa Clara do Sul,Estadual,6.1,6.5
Santa Clara do Sul,Pública,6.2,6.2
Santa Cruz do Sul,Estadual,6.3,6.4
Santa Cruz do Sul,Municipal,5.6,5.9
Santa Cruz do Sul,Pública,6,6.2
Santa Maria,Estadual,5.7,5.6
Santa Maria,Municipal,5.4,5.7
Santa Maria,Pública,5.5,5.7
Santa Maria do Herval,Estadual,-,6.3
Santa Maria do Herval,Municipal,7.3,7.1
Santa Maria do Herval,Pública,7.2,6.8
Santa Margarida do Sul,Municipal,5.1,5.7
Santa Margarida do Sul,Pública,5,5.6
Santana da Boa Vista,Estadual,5.4,5.7
Santana da Boa Vista,Municipal,-,4.6
Santana da Boa Vista,Pública,5.1,5.3
Sant'Ana do Livramento,Estadual,5.1,5.4
Sant'Ana do Livramento,Municipal,4.7,4.8
Sant'Ana do Livramento,Pública,5,5.2
Santa Rosa,Estadual,6,6.2
Santa Rosa,Municipal,6.1,6.4
Santa Rosa,Pública,6.1,6.3
Santa Tereza,Estadual,-,7.5
Santa Tereza,Pública,-,7.5
Santa Vitória do Palmar,Estadual,5.1,5.5
Santa Vitória do Palmar,Municipal,4.9,4.6
Santa Vitória do Palmar,Pública,5,5
Santiago,Estadual,6.2,6.2
Santiago,Municipal,5.4,6.1
Santiago,Pública,5.9,6.1
Santo Ângelo,Estadual,5.9,6
Santo Ângelo,Municipal,5.3,5.5
Santo Ângelo,Pública,5.7,5.7
Santo Antônio do Palma,Estadual,-,-
Santo Antônio do Palma,Municipal,-,5.5
Santo Antônio do Palma,Pública,-,5.5
Santo Antônio da Patrulha,Estadual,6.2,6
Santo Antônio da Patrulha,Municipal,5.7,5.8
Santo Antônio da Patrulha,Pública,5.9,5.9
Santo Antônio das Missões,Estadual,6.1,6.1
Santo Antônio das Missões,Municipal,5,5.4
Santo Antônio das Missões,Pública,5.5,5.7
Santo Antônio do Planalto,Municipal,6.4,7
Santo Antônio do Planalto,Pública,6.4,7
Santo Augusto,Estadual,6.4,6.3
Santo Augusto,Municipal,5.2,6.1
Santo Augusto,Pública,5.9,6.2
Santo Cristo,Estadual,6.9,6.6
Santo Cristo,Municipal,6.7,6.3
Santo Cristo,Pública,6.8,6.4
Santo Expedito do Sul,Estadual,-,6.9
Santo Expedito do Sul,Municipal,-,-
Santo Expedito do Sul,Pública,-,6.8
São Borja,Estadual,5.6,5.4
São Borja,Municipal,5.2,5.3
São Borja,Pública,5.4,5.3
São Domingos do Sul,Estadual,6.5,6.2
São Domingos do Sul,Pública,6.5,6.2
São Francisco de Assis,Estadual,5.8,6.2
São Francisco de Assis,Municipal,5.3,5.8
São Francisco de Assis,Pública,5.5,5.9
São Francisco de Paula,Estadual,5,5.5
São Francisco de Paula,Municipal,4.1,4.9
São Francisco de Paula,Pública,4.8,5.3
São Gabriel,Estadual,5.1,5.4
São Gabriel,Municipal,4.7,4.9
São Gabriel,Pública,4.9,5.1
São Jerônimo,Estadual,5.1,5.5
São Jerônimo,Municipal,4.8,4.9
São Jerônimo,Pública,5.1,5.4
São João da Urtiga,Estadual,5.7,6
São João da Urtiga,Municipal,6.3,6.4
São João da Urtiga,Pública,6,6.2
São João do Polêsine,Estadual,-,-
São João do Polêsine,Pública,-,-
São Jorge,Estadual,7.5,6.4
São Jorge,Municipal,-,-
São Jorge,Pública,7.2,6.3
São José das Missões,Estadual,5.8,4.4
São José das Missões,Municipal,-,-
São José das Missões,Pública,5.8,5.1
São José do Herval,Estadual,-,6.4
São José do Herval,Pública,-,6.5
São José do Hortêncio,Municipal,6.5,6.7
São José do Hortêncio,Pública,6.5,6.7
São José do Norte,Estadual,5.3,5.4
São José do Norte,Municipal,4.2,5.1
São José do Norte,Pública,4.5,5.2
São José do Ouro,Estadual,5.9,6.2
São José do Ouro,Municipal,-,4.4
São José do Ouro,Pública,5.9,5.6
São José do Sul,Municipal,-,5.3
São José do Sul,Pública,-,5.3
São José dos Ausentes,Municipal,5.5,5.4
São José dos Ausentes,Pública,5.5,5.5
São Leopoldo,Estadual,5.3,5.3
São Leopoldo,Municipal,5.2,5.3
São Leopoldo,Pública,5.3,5.3
São Lourenço do Sul,Estadual,5.6,-
São Lourenço do Sul,Municipal,5.5,5.1
São Lourenço do Sul,Pública,5.6,5.7
São Luiz Gonzaga,Estadual,6.3,6.5
São Luiz Gonzaga,Municipal,5.3,5.5
São Luiz Gonzaga,Pública,6,6.1
São Marcos,Estadual,7,-
São Marcos,Municipal,6,6.2
São Marcos,Pública,6.5,6.6
São Martinho,Estadual,-,5.6
São Martinho,Municipal,6.3,6.7
São Martinho,Pública,6.3,6.4
São Martinho da Serra,Estadual,5.4,-
São Martinho da Serra,Municipal,-,-
São Martinho da Serra,Pública,5.3,-
São Miguel das Missões,Estadual,5.9,6.8
São Miguel das Missões,Municipal,4.8,5.6
São Miguel das Missões,Pública,5.5,6.5
São Nicolau,Estadual,5.7,5.5
São Nicolau,Municipal,5.7,4.6
São Nicolau,Pública,5.7,5.2
São Paulo das Missões,Estadual,-,-
São Paulo das Missões,Municipal,6.4,6.6
São Paulo das Missões,Pública,6.4,6.6
São Pedro da Serra,Estadual,-,-
São Pedro da Serra,Municipal,6.3,6.9
São Pedro da Serra,Pública,6.1,6.9
São Pedro das Missões,Estadual,-,-
São Pedro das Missões,Municipal,-,-
São Pedro das Missões,Pública,-,-
São Pedro do Butiá,Estadual,-,6.1
São Pedro do Butiá,Pública,-,6.1
São Pedro do Sul,Estadual,6.3,6.7
São Pedro do Sul,Municipal,5.7,5.7
São Pedro do Sul,Pública,6.2,6.2
São Sebastião do Caí,Estadual,6.1,6.2
São Sebastião do Caí,Municipal,4.6,4.9
São Sebastião do Caí,Pública,5.5,5.8
São Sepé,Estadual,5,5.6
São Sepé,Municipal,5.4,5.1
São Sepé,Pública,5.2,5.4
São Valentim,Estadual,-,7.9
São Valentim,Municipal,-,7.3
São Valentim,Pública,-,7.5
São Valentim do Sul,Estadual,7.4,6.8
São Valentim do Sul,Pública,7.3,6.7
São Valério do Sul,Estadual,-,-
São Valério do Sul,Municipal,-,4.9
São Valério do Sul,Pública,-,3.2
São Vendelino,Estadual,-,7.2
São Vendelino,Municipal,-,6.1
São Vendelino,Pública,-,6.6
São Vicente do Sul,Estadual,5.8,6
São Vicente do Sul,Municipal,5.3,6.1
São Vicente do Sul,Pública,5.5,6.1
Sapiranga,Estadual,6.2,6.2
Sapiranga,Municipal,6.3,6.4
Sapiranga,Pública,6.2,6.4
Sapucaia do Sul,Estadual,5.5,5.7
Sapucaia do Sul,Municipal,5.3,5.4
Sapucaia do Sul,Pública,5.4,5.5
Sarandi,Estadual,5.5,5.8
Sarandi,Municipal,5.4,6.3
Sarandi,Pública,5.5,6.1
Seberi,Estadual,6.1,6.6
Seberi,Municipal,-,4.2
Seberi,Pública,6.1,6
Sede Nova,Estadual,-,-
Sede Nova,Municipal,5.7,6.3
Sede Nova,Pública,5.6,6.4
Segredo,Estadual,-,5.6
Segredo,Pública,-,5.6
Selbach,Estadual,5.9,6.5
Selbach,Pública,5.9,6.7
Senador Salgado Filho,Estadual,-,6.5
Senador Salgado Filho,Pública,-,6.6
Sentinela do Sul,Estadual,5,5.2
Sentinela do Sul,Municipal,-,-
Sentinela do Sul,Pública,5,5
Serafina Corrêa,Estadual,6.7,6.6
Serafina Corrêa,Municipal,6.4,6
Serafina Corrêa,Pública,6.6,6.3
Sério,Municipal,-,-
Sério,Pública,-,-
Sertão,Estadual,5.8,5.6
Sertão,Municipal,4.9,6.3
Sertão,Pública,5.2,6
Sertão Santana,Estadual,6.4,6.8
Sertão Santana,Municipal,-,-
Sertão Santana,Pública,6.3,6.7
Sete de Setembro,Estadual,-,-
Sete de Setembro,Municipal,-,-
Sete de Setembro,Pública,-,-
Severiano de Almeida,Estadual,7.2,7.5
Severiano de Almeida,Municipal,-,-
Severiano de Almeida,Pública,7.2,7.5
Silveira Martins,Estadual,7.1,6.4
Silveira Martins,Municipal,-,-
Silveira Martins,Pública,7.1,6.2
Sinimbu,Estadual,-,-
Sinimbu,Municipal,5.5,5.6
Sinimbu,Pública,5.5,5.6
Sobradinho,Estadual,6.3,5.7
Sobradinho,Municipal,6.1,5.8
Sobradinho,Pública,6.2,5.8
Soledade,Estadual,5.7,5.6
Soledade,Municipal,5.2,5.5
Soledade,Pública,5.6,5.6
Tabaí,Estadual,5.7,5.5
Tabaí,Pública,5.7,5.5
Tapejara,Estadual,6.7,6.7
Tapejara,Municipal,5.5,6.3
Tapejara,Pública,6.2,6.5
Tapera,Estadual,6.5,7.1
Tapera,Municipal,6.4,6.8
Tapera,Pública,6.5,7
Tapes,Estadual,5,5.4
Tapes,Municipal,5.4,5.6
Tapes,Pública,5.1,5.5
Taquara,Estadual,5.5,5.6
Taquara,Municipal,5.4,5.8
Taquara,Pública,5.5,5.7
Taquari,Estadual,5.8,6.1
Taquari,Municipal,5.1,5.1
Taquari,Pública,5.5,5.7
Taquaruçu do Sul,Estadual,-,7.1
Taquaruçu do Sul,Municipal,5.5,7.2
Taquaruçu do Sul,Pública,5.8,7.2
Tavares,Estadual,5.9,6.1
Tavares,Municipal,5.5,4.5
Tavares,Pública,5.7,5.4
Tenente Portela,Estadual,5.2,6.1
Tenente Portela,Municipal,5.5,5.5
Tenente Portela,Pública,5.3,5.9
Terra de Areia,Estadual,5.8,5.8
Terra de Areia,Municipal,4.8,5.4
Terra de Areia,Pública,5.1,5.5
Teutônia,Estadual,6.3,6.5
Teutônia,Municipal,6.4,6.3
Teutônia,Pública,6.4,6.3
Tio Hugo,Municipal,6.3,6.9
Tio Hugo,Pública,6.3,6.9
Tiradentes do Sul,Estadual,5.5,6.2
Tiradentes do Sul,Municipal,-,-
Tiradentes do Sul,Pública,5.6,6
Toropi,Estadual,-,-
Toropi,Municipal,-,-
Toropi,Pública,-,-
Torres,Estadual,6.2,6.6
Torres,Municipal,5.7,5.5
Torres,Pública,6,6.3
Tramandaí,Estadual,6,6.2
Tramandaí,Municipal,4.9,5.2
Tramandaí,Pública,5.2,5.5
Travesseiro,Municipal,7.1,7
Travesseiro,Pública,7.2,7
Três Arroios,Estadual,-,6.8
Três Arroios,Pública,-,6.9
Três Cachoeiras,Estadual,6.2,6.2
Três Cachoeiras,Municipal,7.3,6.1
Três Cachoeiras,Pública,6.7,6.2
Três Coroas,Estadual,-,-
Três Coroas,Municipal,6.2,6.5
Três Coroas,Pública,6.2,6.5
Três de Maio,Estadual,5.5,6.1
Três de Maio,Municipal,6.5,6.1
Três de Maio,Pública,5.9,6.1
Três Forquilhas,Estadual,-,6.9
Três Forquilhas,Municipal,-,-
Três Forquilhas,Pública,-,6.5
Três Palmeiras,Estadual,-,7.4
Três Palmeiras,Municipal,6.6,6.5
Três Palmeiras,Pública,6.6,6.7
Três Passos,Estadual,6.3,6.4
